,Animals,Diet,Type,Length
5740,Moheli bulbul,Omnivore,Bird,1838
5741,Moheli scops owl,Carnivore,Bird,3721
5742,Moltoni's warbler,Omnivore,Bird,2643
5743,Moluccan cuckoo,Carnivore,Bird,1294
5744,Moluccan cuckooshrike,Carnivore,Bird,1172
5745,Moluccan drongo-cuckoo,Carnivore,Bird,1027
5746,Moluccan dwarf kingfisher,Carnivore,Bird,4353
5747,Moluccan flycatcher,Carnivore,Bird,2318
5748,Moluccan goshawk,Carnivore,Bird,1420
5749,Moluccan hanging parrot,Herbivore,Bird,1682
5750,Moluccan king parrot,Herbivore,Bird,11616
5751,Moluccan megapode,Herbivore,Bird,2376
5752,Moluccan owlet-nightjar,Carnivore,Bird,1286
5753,Moluccan scops owl,Carnivore,Bird,3251
5754,Moluccan starling,Herbivore,Bird,1238
5755,Moluccan woodcock,Carnivore,Bird,13402
5756,Mombasa woodpecker,Carnivore,Bird,1092
5757,Mongolian finch,Herbivore,Bird,6985
5758,Mongolian lark,Omnivore,Bird,2687
5759,Mongolian short-toed lark,Omnivore,Bird,4339
5760,Monk parakeet,Herbivore,Bird,39872
5761,Monotonous lark,Omnivore,Bird,2834
5762,Montagu's harrier,Carnivore,Bird,23509
5763,Montane foliage-gleaner,Carnivore,Bird,9468
5764,Montane nightjar,Carnivore,Bird,5276
5765,Montane racket-tail,Herbivore,Bird,3747
5766,Montane tiny greenbul,Carnivore,Bird,2669
5767,Montane widowbird,Omnivore,Bird,2222
5768,Montane woodcreeper,Carnivore,Bird,11474
5769,Monte yellow finch,Herbivore,Bird,1242
5770,Monteiro's bushshrike,Carnivore,Bird,4311
5771,Monteiro's hornbill,Carnivore,Bird,3174
5772,Monteiro's storm petrel,Carnivore,Bird,5573
5773,Montezuma oropendola,Carnivore,Bird,10693
5774,Montezuma quail,Herbivore,Bird,13204
5775,Montserrat oriole,Carnivore,Bird,4347
5776,Moorland chat,Carnivore,Bird,8595
5777,Moorland francolin,Herbivore,Bird,2637
5778,Moreau's sunbird,Omnivore,Bird,3395
5779,Morelet's seedeater,Herbivore,Bird,5176
5780,Moreno's ground dove,Herbivore,Bird,4549
5781,Morningbird,Carnivore,Bird,3120
5782,Mosque swallow,Carnivore,Bird,7965
5783,Moss-backed tanager,Herbivore,Bird,1224
5784,Mossy-nest swiftlet,Carnivore,Bird,1550
5785,Mottle-backed elaenia,Omnivore,Bird,1362
5786,Mottle-breasted honeyeater,Herbivore,Bird,1319
5787,Mottle-cheeked tyrannulet,Carnivore,Bird,1538
5788,Mottled berryhunter,Herbivore,Bird,1836
5789,Mottled duck,Herbivore,Bird,13223
5790,Mottled flowerpecker,Omnivore,Bird,1251
5791,Mottled owl,Carnivore,Bird,7314
5792,Mottled petrel,Carnivore,Bird,3523
5793,Mottled piculet,Carnivore,Bird,6275
5794,Mottled spinetail,Carnivore,Bird,1693
5795,Mottled swift,Carnivore,Bird,2431
5796,Mottled wood owl,Carnivore,Bird,5537
5797,Mount Cameroon speirops,Omnivore,Bird,1643
5798,Mount Cameroon spurfowl,Herbivore,Bird,3006
5799,Mount Kupe bushshrike,Carnivore,Bird,1843
5800,Mount Victoria babax,Omnivore,Bird,4560
5801,Mountain avocetbill,Herbivore,Bird,5583
5802,Mountain bamboo partridge,Herbivore,Bird,3067
5803,Mountain barbet,Herbivore,Bird,1982
5804,Mountain blackeye,Omnivore,Bird,21334
5805,Mountain bluebird,Omnivore,Bird,17116
5806,Mountain bulbul,Omnivore,Bird,5068
5807,Mountain buzzard,Carnivore,Bird,4765
5808,Mountain caracara,Carnivore,Bird,10172
5809,Mountain chickadee,Omnivore,Bird,11580
5810,Mountain chiffchaff,Carnivore,Bird,2912
5811,Mountain elaenia,Herbivore,Bird,4812
5812,Mountain firetail,Herbivore,Bird,1330
5813,Mountain fulvetta,Carnivore,Bird,2193
5814,Mountain greenbul,Herbivore,Bird,2629
5815,Mountain hawk-eagle,Carnivore,Bird,68845
5816,Mountain honeyeater,Herbivore,Bird,1445
5817,Mountain illadopsis,Carnivore,Bird,1378
5818,Mountain imperial pigeon,Herbivore,Bird,5413
5819,Mountain kingfisher,Carnivore,Bird,10338
5820,Mountain leaf warbler,Carnivore,Bird,1349
5821,Mountain masked apalis,Carnivore,Bird,1359
5822,Mountain mouse-warbler,Carnivore,Bird,2653
5823,Mountain myzomela,Omnivore,Bird,1580
5824,Mountain oriole,Herbivore,Bird,1465
5825,Mountain owlet-nightjar,Carnivore,Bird,1235
5826,Mountain parakeet,Herbivore,Bird,5529
5827,Mountain peacock-pheasant,Omnivore,Bird,4565
5828,Mountain peltops,Carnivore,Bird,1164
5829,Mountain pipit,Carnivore,Bird,1401
5830,Mountain plover,Carnivore,Bird,14423
5831,Mountain pygmy owl,Carnivore,Bird,16852
5832,Mountain quail,Herbivore,Bird,10935
5833,Mountain robin,Carnivore,Bird,2287
5834,Mountain saw-wing,Carnivore,Bird,1559
5835,Mountain scops owl,Carnivore,Bird,2784
5836,Mountain serpent eagle,Carnivore,Bird,2323
5837,Mountain shrike,Carnivore,Bird,4022
5838,Mountain sooty boubou,Carnivore,Bird,3290
5839,Mountain starling,Herbivore,Bird,1588
5840,Mountain swiftlet,Carnivore,Bird,3521
5841,Mountain tailorbird,Carnivore,Bird,1703
5842,Mountain thornbill,Carnivore,Bird,1217
5843,Mountain thrush,Omnivore,Bird,4401
5844,Mountain trogon,Carnivore,Bird,16203
5845,Mountain velvetbreast,Herbivore,Bird,9195
5846,Mountain wagtail,Carnivore,Bird,5015
5847,Mountain wheatear,Carnivore,Bird,5747
5848,Mountain wren,Carnivore,Bird,6173
5849,Mountain wren-babbler,Carnivore,Bird,1722
5850,Mountain yellow warbler,Carnivore,Bird,2203
5851,Mourning collared dove,Herbivore,Bird,3309
5852,Mourning dove,Herbivore,Bird,40822
5853,Mourning sierra finch,Herbivore,Bird,5076
5854,Mourning warbler,Carnivore,Bird,12916
5855,Mourning wheatear,Carnivore,Bird,3125
5856,Mouse-colored antshrike,Carnivore,Bird,2160
5857,Mouse-colored thistletail,Carnivore,Bird,7358
5858,Mouse-coloured penduline tit,Carnivore,Bird,4282
5859,Mouse-coloured tapaculo,Carnivore,Bird,10176
5860,Moussier's redstart,Carnivore,Bird,6567
5861,Moustached antpitta,Carnivore,Bird,1542
5862,Moustached antwren,Carnivore,Bird,2377
5863,Moustached babbler,Carnivore,Bird,3765
5864,Moustached barbet,Herbivore,Bird,2649
5865,Moustached brushfinch,Omnivore,Bird,8725
5866,Moustached flowerpiercer,Omnivore,Bird,1618
5867,Moustached grass warbler,Carnivore,Bird,1619
5868,Moustached hawk-cuckoo,Carnivore,Bird,5077
5869,Moustached kingfisher,Carnivore,Bird,6728
5870,Moustached laughingthrush,Carnivore,Bird,2791
5871,Moustached puffbird,Carnivore,Bird,5512
5872,Moustached tinkerbird,Omnivore,Bird,1021
5873,Moustached treeswift,Carnivore,Bird,2365
5874,Moustached turca,Carnivore,Bird,16603
5875,Moustached warbler,Carnivore,Bird,5038
5876,Moustached woodcreeper,Carnivore,Bird,7837
5877,Moustached wren,Carnivore,Bird,5549
5878,Mrs. Gould's sunbird,Omnivore,Bird,7866
5879,Mrs. Hume's pheasant,Herbivore,Bird,3973
5880,Mugimaki flycatcher,Carnivore,Bird,4397
5881,Mulga parrot,Herbivore,Bird,12044
5882,Multicoloured tanager,Carnivore,Bird,12131
5883,Munchique wood wren,Carnivore,Bird,6281
5884,Murphy's petrel,Carnivore,Bird,4167
5885,Muscovy duck,Omnivore,Bird,36491
5886,Musician wren,Carnivore,Bird,8728
5887,Musk duck,Carnivore,Bird,13346
5888,Musk lorikeet,Herbivore,Bird,8146
5889,Mussau fantail,Carnivore,Bird,1083
5890,Mussau monarch,Carnivore,Bird,1875
5891,Mussau triller,Carnivore,Bird,966
5892,Mute swan,Herbivore,Bird,38873
5893,Nacunda nighthawk,Carnivore,Bird,4562
5894,Naga wren-babbler,Carnivore,Bird,2789
5895,Nahan's partridge,Herbivore,Bird,3020
5896,Naked-faced barbet,Herbivore,Bird,1902
5897,Naked-faced spiderhunter,Omnivore,Bird,1572
5898,Namaqua dove,Herbivore,Bird,9912
5899,Namaqua sandgrouse,Herbivore,Bird,9579
5900,Namaqua warbler,Carnivore,Bird,3849
5901,Namuli apalis,Carnivore,Bird,2262
5902,Nanday parakeet,Herbivore,Bird,6887
5903,Nankeen kestrel,Carnivore,Bird,9507
5904,Nankeen night heron,Carnivore,Bird,20963
5905,Napo sabrewing,Herbivore,Bird,5062
5906,Narcissus flycatcher,Carnivore,Bird,4249
5907,Narcondam hornbill,Herbivore,Bird,16072
5908,Narina trogon,Carnivore,Bird,5027
5909,Nariño tapaculo,Carnivore,Bird,4267
5910,Narrow-billed antwren,Carnivore,Bird,2503
5911,Narrow-billed tody,Carnivore,Bird,5269
5912,Narrow-billed woodcreeper,Carnivore,Bird,10919
5913,Narrow-tailed emerald,Herbivore,Bird,6305
5914,Narrow-tailed starling,Herbivore,Bird,2503
5915,Nashville warbler,Carnivore,Bird,15779
5916,Natal spurfowl,Herbivore,Bird,3721
5917,Natewa silktail,Carnivore,Bird,4215
5918,Natterer's slaty antshrike,Carnivore,Bird,2256
5919,Naumann's thrush,Omnivore,Bird,3131
5920,Naung Mung scimitar babbler,Carnivore,Bird,2357
5921,Nauru reed warbler,Carnivore,Bird,21194
5922,Nava's wren,Carnivore,Bird,3764
5923,Nazca booby,Carnivore,Bird,12684
5924,Neblina metaltail,Herbivore,Bird,5577
5925,Neblina tapaculo,Carnivore,Bird,4319
5926,Nechisar nightjar,Carnivore,Bird,2157
5927,Necklaced barbet,Herbivore,Bird,1554
5928,Necklaced spinetail,Carnivore,Bird,9245
5929,Neddicky,Carnivore,Bird,7845
5930,Needle-billed hermit,Herbivore,Bird,5101
5931,Neergaard's sunbird,Omnivore,Bird,4775
5932,Negros bleeding-heart pigeon,Herbivore,Bird,6746
5933,Negros fruit dove,Herbivore,Bird,12529
5934,Negros scops owl,Carnivore,Bird,4678
5935,Negros striped babbler,Carnivore,Bird,4126
5936,Nelicourvi weaver,Carnivore,Bird,15602
5937,Nelson's sparrow,Omnivore,Bird,4596
5938,Nepal cupwing,Carnivore,Bird,6696
5939,Nepal fulvetta,Omnivore,Bird,1891
5940,Nepal house martin,Carnivore,Bird,13960
5941,Neumann's starling,Herbivore,Bird,2417
5942,Neumann's warbler,Carnivore,Bird,5855
5943,New Britain boobook,Carnivore,Bird,3065
5944,New Britain bronzewing,Omnivore,Bird,4904
5945,New Britain dwarf kingfisher,Carnivore,Bird,2758
5946,New Britain friarbird,Omnivore,Bird,1180
5947,New Britain goshawk,Carnivore,Bird,1469
5948,New Britain pitta,Carnivore,Bird,1077
5949,New Britain sparrowhawk,Carnivore,Bird,2960
5950,New Britain thicketbird,Carnivore,Bird,2324
5951,New Caledonian crow,Omnivore,Bird,17733
5952,New Caledonian cuckooshrike,Carnivore,Bird,1450
5953,New Caledonian friarbird,Omnivore,Bird,1032
5954,New Caledonian lorikeet,Herbivore,Bird,12560
5955,New Caledonian myzomela,Herbivore,Bird,2512
5956,New Caledonian nightjar,Carnivore,Bird,1635
5957,New Caledonian owlet-nightjar,Carnivore,Bird,7453
5958,New Caledonian thicketbird,Carnivore,Bird,1922
5959,New Caledonian whistler,Carnivore,Bird,3815
5960,New Georgia dwarf kingfisher,Carnivore,Bird,2809
5961,New Guinea bronzewing,Omnivore,Bird,3044
5962,New Guinea flightless rail,Omnivore,Bird,3285
5963,New Guinea scrubfowl,Herbivore,Bird,1462
5964,New Guinea thornbill,Carnivore,Bird,1253
5965,New Guinea woodcock,Carnivore,Bird,1253
5966,New Holland honeyeater,Herbivore,Bird,6179
5967,New Ireland boobook,Carnivore,Bird,4001
5968,New Ireland dwarf kingfisher,Carnivore,Bird,2959
5969,New Ireland friarbird,Herbivore,Bird,1145
5970,New Ireland myzomela,Omnivore,Bird,1278
5971,New Zealand bellbird,Herbivore,Bird,9729
5972,New Zealand dotterel,Carnivore,Bird,11321
5973,New Zealand falcon,Carnivore,Bird,19412
5974,New Zealand fantail,Carnivore,Bird,8993
5975,New Zealand fernbird,Carnivore,Bird,11095
5976,New Zealand grebe,Carnivore,Bird,7329
5977,New Zealand king shag,Carnivore,Bird,6548
5978,New Zealand rock wren,Carnivore,Bird,12406
5979,New Zealand scaup,Omnivore,Bird,13054
5980,New Zealand storm petrel,Carnivore,Bird,8140
5981,Newell's shearwater,Carnivore,Bird,9052
5982,Newton's sunbird,Omnivore,Bird,2599
5983,Niam-Niam parrot,Herbivore,Bird,5606
5984,Nias hill myna,Herbivore,Bird,3448
5985,Nicaraguan grackle,Omnivore,Bird,4565
5986,Nicaraguan seed finch,Herbivore,Bird,1313
5987,Niceforo's wren,Carnivore,Bird,13293
5988,Nicobar bulbul,Omnivore,Bird,8039
5989,Nicobar jungle flycatcher,Carnivore,Bird,2601
5990,Nicobar megapode,Herbivore,Bird,14420
5991,Nicobar parakeet,Herbivore,Bird,3619
5992,Nicobar pigeon,Herbivore,Bird,22687
5993,Nicobar scops owl,Carnivore,Bird,1939
5994,Nicobar sparrowhawk,Carnivore,Bird,2683
5995,Night parrot,Herbivore,Bird,30943
5996,Nightingale Island finch,Herbivore,Bird,1274
5997,Nihoa finch,Herbivore,Bird,2749
5998,Nile Valley sunbird,Omnivore,Bird,2020
5999,Nilgiri blue robin,Carnivore,Bird,14750
6000,Nilgiri flowerpecker,Herbivore,Bird,4954
6001,Nilgiri flycatcher,Carnivore,Bird,6609
6002,Nilgiri laughingthrush,Omnivore,Bird,14216
6003,Nilgiri pipit,Carnivore,Bird,8185
6004,Nilgiri wood pigeon,Herbivore,Bird,8815
6005,Nimba flycatcher,Carnivore,Bird,1211
6006,Nkulengu rail,Carnivore,Bird,3650
6007,Noble snipe,Carnivore,Bird,2897
6008,Nocturnal curassow,Herbivore,Bird,5460
6009,Noisy friarbird,Omnivore,Bird,7759
6010,Noisy miner,Omnivore,Bird,66673
6011,Noisy pitta,Carnivore,Bird,13503
6012,Noisy scrubbird,Carnivore,Bird,7889
6013,Nonggang babbler,Carnivore,Bird,2658
6014,Nordmann's greenshank,Carnivore,Bird,4796
6015,Norfolk gerygone,Carnivore,Bird,1451
6016,Norfolk robin,Carnivore,Bird,8319
6017,Noronha elaenia,Carnivore,Bird,2958
6018,Noronha vireo,Carnivore,Bird,1654
6019,North Island brown kiwi,Carnivore,Bird,10897
6020,North Island kōkako,Herbivore,Bird,5901
6021,North Island robin,Carnivore,Bird,5568
6022,North Island saddleback,Carnivore,Bird,15180
6023,North Melanesian cuckooshrike,Carnivore,Bird,3162
6024,North Moluccan pitta,Carnivore,Bird,1442
6025,North Solomons dwarf kingfisher,Carnivore,Bird,3055
6026,Northern bald ibis,Carnivore,Bird,76184
6027,Northern barred woodcreeper,Carnivore,Bird,14470
6028,Northern beardless tyrannulet,Carnivore,Bird,3336
6029,Northern bentbill,Carnivore,Bird,1929
6030,Northern black flycatcher,Carnivore,Bird,2141
6031,Northern black korhaan,Omnivore,Bird,5991
6032,Northern bobwhite,Herbivore,Bird,32625
6033,Northern boobook,Carnivore,Bird,13154
6034,Northern brownbul,Omnivore,Bird,1377
6035,Northern brown-throated weaver,Herbivore,Bird,1541
6036,Northern cardinal,Herbivore,Bird,33229
6037,Northern carmine bee-eater,Carnivore,Bird,8637
6038,Northern cassowary,Herbivore,Bird,10680
6039,Northern chestnut-tailed antbird,Carnivore,Bird,4398
6040,Northern crombec,Carnivore,Bird,1575
6041,Northern dark newtonia,Carnivore,Bird,2336
6042,Northern double-collared sunbird,Herbivore,Bird,10240
6043,Northern fantail,Carnivore,Bird,2251
6044,Northern flicker,Carnivore,Bird,27693
6045,Northern fulmar,Carnivore,Bird,24117
6046,Northern gannet,Carnivore,Bird,70479
6047,Northern giant petrel,Omnivore,Bird,14020
6048,Northern grey-headed sparrow,Herbivore,Bird,5529
6049,Northern grosbeak-canary,Herbivore,Bird,2642
6050,Northern harrier,Carnivore,Bird,17298
6051,Northern hawk-owl,Carnivore,Bird,25285
6052,Northern jacana,Carnivore,Bird,11246
6053,Northern lapwing,Carnivore,Bird,18957
6054,Northern Marquesan reed warbler,Carnivore,Bird,1375
6055,Northern masked weaver,Herbivore,Bird,1646
6056,Northern mealy amazon,Herbivore,Bird,4930
6057,Northern mockingbird,Omnivore,Bird,62503
6058,Northern nightingale-wren,Carnivore,Bird,4823
6059,Northern parula,Carnivore,Bird,16981
6060,Northern pied babbler,Omnivore,Bird,1393
6061,Northern pintail,Herbivore,Bird,30578
6062,Northern potoo,Carnivore,Bird,11538
6063,Northern puffback,Carnivore,Bird,2874
6064,Northern pygmy owl,Carnivore,Bird,8059
6065,Northern red bishop,Herbivore,Bird,13009
6066,Northern red-billed hornbill,Carnivore,Bird,2472
6067,Northern rockhopper penguin,Carnivore,Bird,17379
6068,Northern rosella,Herbivore,Bird,22532
6069,Northern rough-winged swallow,Carnivore,Bird,14876
6070,Northern royal albatross,Carnivore,Bird,12504
6071,Northern royal flycatcher,Carnivore,Bird,7449
6072,Northern saw-whet owl,Carnivore,Bird,28170
6073,Northern schiffornis,Omnivore,Bird,2293
6074,Northern screamer,Herbivore,Bird,4727
6075,Northern scrub flycatcher,Omnivore,Bird,1345
6076,Northern scrub robin,Carnivore,Bird,2608
6077,Northern shoveler,Omnivore,Bird,14949
6078,Northern shrike,Carnivore,Bird,9268
6079,Northern silvery kingfisher,Carnivore,Bird,4311
6080,Northern slaty antshrike,Carnivore,Bird,2930
6081,Northern tufted flycatcher,Carnivore,Bird,3671
6082,Northern variable pitohui,Omnivore,Bird,3906
6083,Northern waterthrush,Carnivore,Bird,25513
6084,Northern wheatear,Carnivore,Bird,14385
6085,Northern white-crowned shrike,Carnivore,Bird,3314
6086,Northern white-faced owl,Carnivore,Bird,5753
6087,Northern white-fringed antwren,Carnivore,Bird,4657
6088,Northern yellow white-eye,Carnivore,Bird,6106
6089,Nubian bustard,Omnivore,Bird,3023
6090,Nubian nightjar,Carnivore,Bird,3657
6091,Nubian woodpecker,Carnivore,Bird,7286
6092,Nullarbor quail-thrush,Carnivore,Bird,4618
6093,Numfor leaf warbler,Carnivore,Bird,922
6094,Numfor paradise kingfisher,Carnivore,Bird,4542
6095,Nuthatch vanga,Carnivore,Bird,1250
6096,Nuttall's woodpecker,Carnivore,Bird,7428
6097,Nutting's flycatcher,Omnivore,Bird,2040
6098,Nyanza swift,Carnivore,Bird,4532
6099,Oʻahu ʻalauahio,Carnivore,Bird,4402
6100,Oʻahu ʻamakihi,Herbivore,Bird,4933
6101,Oʻahu ʻelepaio,Carnivore,Bird,4135
6102,Oak titmouse,Omnivore,Bird,6436
6103,Oasis hummingbird,Herbivore,Bird,8738
6104,Oaxaca hummingbird,Herbivore,Bird,6170
6105,Oaxaca sparrow,Herbivore,Bird,1308
6106,Obbia lark,Omnivore,Bird,1510
6107,Oberholser's fruit dove,Herbivore,Bird,2158
6108,Oberländer's ground thrush,Carnivore,Bird,5780
6109,Obi paradise-crow,Herbivore,Bird,3209
6110,Obscure berrypecker,Omnivore,Bird,2846
6111,Obscure honeyeater,Herbivore,Bird,2240
6112,Oceanic flycatcher,Carnivore,Bird,2346
6113,Ocellated antbird,Carnivore,Bird,8966
6114,Ocellated crake,Carnivore,Bird,15798
6115,Ocellated piculet,Carnivore,Bird,8070
6116,Ocellated poorwill,Carnivore,Bird,5554
6117,Ocellated quail,Herbivore,Bird,4716
6118,Ocellated tapaculo,Carnivore,Bird,5878
6119,Ocellated thrasher,Carnivore,Bird,4288
6120,Ocellated turkey,Herbivore,Bird,10293
6121,Ocellated woodcreeper,Carnivore,Bird,13132
6122,Ochraceous attila,Omnivore,Bird,1223
6123,Ochraceous bulbul,Herbivore,Bird,2941
6124,Ochraceous pewee,Carnivore,Bird,1238
6125,Ochraceous piculet,Carnivore,Bird,8160
6126,Ochraceous wren,Carnivore,Bird,6863
6127,Ochraceous-breasted flycatcher,Carnivore,Bird,1167
6128,Ochre-backed woodpecker,Carnivore,Bird,6632
6129,Ochre-bellied boobook,Carnivore,Bird,1725
6130,Ochre-bellied dove,Herbivore,Bird,4960
6131,Ochre-bellied flycatcher,Herbivore,Bird,3299
6132,Ochre-breasted antpitta,Carnivore,Bird,1640
6133,Ochre-breasted brushfinch,Omnivore,Bird,1295
6134,Ochre-breasted foliage-gleaner,Carnivore,Bird,6610
6135,Ochre-breasted pipit,Carnivore,Bird,1347
6136,Ochre-breasted tanager,Herbivore,Bird,4315
6137,Ochre-browed thistletail,Carnivore,Bird,5496
6138,Ochre-cheeked spinetail,Carnivore,Bird,9279
6139,Ochre-collared monarch,Carnivore,Bird,1756
6140,Ochre-collared piculet,Carnivore,Bird,6455
6141,Ochre-faced tody-flycatcher,Carnivore,Bird,2100
6142,Ochre-flanked tapaculo,Carnivore,Bird,4990
6143,Ochre-fronted antpitta,Carnivore,Bird,1452
6144,Ochre-lored flatbill,Carnivore,Bird,3660
6145,Ochre-marked parakeet,Herbivore,Bird,4734
6146,Ochre-naped ground tyrant,Carnivore,Bird,1951
6147,Ochre-rumped antbird,Carnivore,Bird,2995
6148,Ochre-striped antpitta,Carnivore,Bird,1639
6149,Oilbird,Herbivore,Bird,16643
6150,Okarito kiwi,Carnivore,Bird,8316
6151,Okinawa rail,Carnivore,Bird,9446
6152,Okinawa woodpecker,Omnivore,Bird,4719
6153,Oleaginous hemispingus,Carnivore,Bird,1511
6154,Olivaceous elaenia,Omnivore,Bird,1907
6155,Olivaceous flycatcher,Carnivore,Bird,1327
6156,Olivaceous greenlet,Carnivore,Bird,1238
6157,Olivaceous piculet,Carnivore,Bird,9736
6158,Olivaceous piha,Omnivore,Bird,1734
6159,Olivaceous siskin,Herbivore,Bird,4294
6160,Olivaceous thornbill,Herbivore,Bird,6582
6161,Olivaceous woodcreeper,Carnivore,Bird,20217
6162,Olive bee-eater,Carnivore,Bird,8023
6163,Olive bulbul,Herbivore,Bird,3011
6164,Olive bushshrike,Carnivore,Bird,1489
6165,Olive finch,Omnivore,Bird,4609
6166,Olive flyrobin,Carnivore,Bird,2449
6167,Olive honeyeater,Herbivore,Bird,1207
6168,Olive ibis,Carnivore,Bird,20138
6169,Olive long-tailed cuckoo,Carnivore,Bird,1794
6170,Olive manakin,Herbivore,Bird,1325
6171,Olive oropendola,Omnivore,Bird,4306
6172,Olive sparrow,Omnivore,Bird,4113
6173,Olive spinetail,Carnivore,Bird,7080
6174,Olive straightbill,Carnivore,Bird,1164
6175,Olive sunbird,Omnivore,Bird,2139
6176,Olive thrush,Omnivore,Bird,7757
6177,Olive tufted flycatcher,Carnivore,Bird,1227
6178,Olive warbler,Carnivore,Bird,12494
6179,Olive whistler,Carnivore,Bird,5076
6180,Olive woodpecker,Carnivore,Bird,6351
6181,Olive-backed euphonia,Herbivore,Bird,2646
6182,Olive-backed flowerpecker,Herbivore,Bird,1162
6183,Olive-backed foliage-gleaner,Carnivore,Bird,10120
6184,Olive-backed oriole,Herbivore,Bird,3582
6185,Olive-backed pipit,Carnivore,Bird,4711
